from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP
6721	6740	JAX00255832	UNC973237	20	76640345	76829536	chr1	4.80545255843265
6741	6760	JAX00255869	JAX00005530	20	76832972	76986818	chr1	4.90540886580349
6761	6780	JAX00255915	JAX00255960	20	76988528	77144614	chr1	4.81857736041249
6781	6800	JAX00005541	UNC979119	20	77148626	77275824	chr1	4.70077204905966
6801	6820	JAX00192176	JAX00256052	20	77279419	77448120	chr1	5.11847858392432
6821	6840	JAX00005564	JAX00256086	20	77450924	77579026	chr1	4.92336807020495
6841	6860	JAX00256092	JAX00256144	20	77583618	77743451	chr1	4.80217472344994
6861	6880	JAX00256150	JAX00005605	20	77745438	77972866	chr1	4.7367249077299
6881	6900	UNC987429	JAX00256222	20	77981484	78087065	chr1	4.73207460150268
6901	6920	UNC989059	JAX00256287	20	78122716	78299739	chr1	4.72820812730099
6921	6940	JAX00256288	JAX00256336	20	78315068	78444724	chr1	4.7239594279625
6941	6960	UNC993244	JAX00256371	20	78449656	78572730	chr1	4.72087201645637
6961	6980	JAX00256373	JAX00005655	20	78573122	78663037	chr1	4.71832673103468
6981	7000	JAX00192207	JAX00005668	20	78665350	78822221	chr1	4.71590709274063
7001	7020	JAX00256454	JAX00005680	20	78824183	78968157	chr1	4.71229881762586
7021	7040	JAX00192216	JAX00256536	20	78978204	79181558	chr1	4.70907720545318
7041	7060	JAX00256538	JAX00256571	20	79186604	79348769	chr1	4.65661923707234
7061	7080	JAX00256574	JAX00256621	20	79352586	79567915	chr1	4.61494549408297
7081	7100	JAX00256622	JAX00005733	20	79574057	79698480	chr1	5.15193245436312
7101	7120	JAX00256674	JAX00256723	20	79711617	79843988	chr1	5.10171434608766
7121	7140	JAX00256724	UNC1016922	20	79844483	80062878	chr1	5.10138879520142
7141	7160	JAX00256766	JAX00192241	20	80064086	80220416	chr1	5.10012583521582
7161	7180	JAX00256813	JAX00256855	20	80237244	80491504	chr1	5.09932167378971
7181	7200	UNC1023024	JAX00256910	20	80503714	80647427	chr1	5.28261430533881
7201	7220	JAX00256911	JAX00256958	20	80651080	80804298	chr1	5.28444673989782
7221	7240	JAX00256959	UNC1030064	20	80804635	80980315	chr1	5.25672701217369
7241	7260	JAX00256996	UNC1031391	20	80991482	81132620	chr1	5.26875678724006
7261	7280	JAX00257022	UNC1033796	20	81158982	81357762	chr1	5.24750608703013
7281	7300	JAX00257058	JAX00257088	20	81380096	81611807	chr1	5.32742609883465
7301	7320	JAX00005876	JAX00005888	20	81611824	81763568	chr1	5.32087695016615
7321	7340	JAX00005891	JAX00005906	20	81806164	82015225	chr1	5.42350714091945
7341	7360	JAX00257166	JAX00005916	20	82021787	82140438	chr1	5.50446716072021
7361	7380	JAX00257216	JAX00192280	20	82143563	82314846	chr1	5.30888484594426
7381	7400	UNC1043847	JAX00257319	20	82344520	82562056	chr1	4.94459299935483
7401	7420	JAX00257321	JAX00257363	20	82568249	82758295	chr1	5.03863281241751
7421	7440	JAX00257367	JAX00257409	20	82774191	83002617	chr1	5.09689947263518
7441	7460	JAX00257410	JAX00192302	20	83002833	83210586	chr1	5.07832815653346
7461	7480	JAX00005996	JAX00257503	20	83217205	83435418	chr1	4.98587839486369
7481	7500	UNC1059067	UNC1061708	20	83438973	83639795	chr1	4.97059756512183
7501	7520	JAX00257549	JAX00006045	20	83640204	83858805	chr1	5.0657354144363
7521	7540	JAX00006046	JAX00257610	20	83859012	84065422	chr1	4.90340198124698
7541	7560	JAX00257612	JAX00257637	20	84075146	84279527	chr1	4.85460838272822
7561	7580	JAX00257638	JAX00006099	20	84292325	84577665	chr1	4.82062922248111
7581	7600	JAX00006100	JAX00006114	20	84577720	84773800	chr1	4.7791010330193
7601	7620	JAX00257730	JAX00257772	20	84793489	87560763	chr1	4.74756641130828
7621	7640	JAX00257778	JAX00257809	20	87568872	87739736	chr1	4.82302807647253
7641	7660	JAX00006174	JAX00257879	20	87743340	87931245	chr1	4.83326761993351
7661	7680	JAX00257887	JAX00257934	20	87935529	88172542	chr1	4.82927015462294
7681	7700	JAX00257935	UNC010163719	20	88172568	88384521	chr1	4.82367716535166
7701	7720	JAX00006225	JAX00006243	20	88425348	88645127	chr1	4.73649488214666
7721	7740	UNC1086363	JAX00258063	20	88652714	89068590	chr1	4.66549124256109
7741	7760	UNC010584825	UNC1090485	20	89072013	89272651	chr1	4.75118567826605
7761	7780	JAX00006291	JAX00258137	20	89293891	89513665	chr1	4.75311176703996
7781	7800	JAX00258142	JAX00258185	20	89537151	89792851	chr1	4.75606958966428
7801	7820	JAX00258187	JAX00258210	20	89805685	89980407	chr1	4.76007230691049
7821	7840	JAX00258211	JAX00258266	20	89982570	90217171	chr1	4.76382712201122
7841	7860	JAX00006363	UNC1100887	20	90248907	90465322	chr1	4.79319697654503
7861	7880	JAX00006381	JAX00258389	20	90489326	90717516	chr1	4.92039244076194
7881	7900	UNC1105080	JAX00258432	20	90718159	90878405	chr1	4.94537661268391
7901	7920	JAX00006410	UNC1110825	20	90879684	91109739	chr1	4.96921659742326
7921	7940	JAX00258481	JAX00258524	20	91124368	91316376	chr1	5.00362191468096
7941	7960	JAX00258527	JAX00258557	20	91319000	91492834	chr1	5.05751784007302
7961	7980	JAX00006458	JAX00258600	20	91506453	91689992	chr1	5.06134898992679
7981	8000	JAX00006469	JAX00258640	20	91703940	91925397	chr1	5.02836792599836
8001	8020	JAX00258644	UNC1123512	20	91936657	92129576	chr1	5.15157596902461
8021	8040	JAX00258696	JAX00258760	20	92158924	92339312	chr1	5.10112266634946
8041	8060	JAX00258761	JAX00258810	20	92339448	92540701	chr1	4.90223352420462
8061	8080	JAX00258815	JAX00258862	20	92543661	92680606	chr1	5.04370065741065
8081	8100	JAX00258863	JAX00258927	20	92684417	92884888	chr1	5.04450649494916
8101	8120	JAX00258928	UNC1138338	20	92884950	92994380	chr1	5.04517950922165
8121	8140	backupUNC010175313	JAX00259033	20	92997337	93159476	chr1	5.00022805189174
8141	8160	JAX00259035	JAX00259077	20	93161898	93286397	chr1	5.00001051667434
8161	8180	JAX00259078	UNC1143875	20	93290628	93446925	chr1	4.99697658681769
8181	8200	JAX00006603	UNC010176664	20	93451280	93635189	chr1	4.99180553203829
8201	8220	UNC1146111	JAX00259192	20	93636613	93777797	chr1	4.89249391633687
8221	8240	UNC1148768	JAX00006638	20	93811928	93929448	chr1	4.887038169104
8241	8260	UNC1149942	JAX00192489	20	93930716	94081154	chr1	4.89137380838897
8261	8280	UNC1151040	UNC010892229	20	94091359	94179530	chr1	4.88546918517502
8281	8300	UNC1152295	JAX00192496	20	94181231	94334174	chr1	4.91063269056381
8301	8320	JAX00259351	JAX00259391	20	94340780	94486145	chr1	4.93520681943912
8321	8340	UNC1156608	JAX00259421	20	94488278	94653027	chr1	4.9368497555075
8341	8360	UNC1158935	UNC1160505	20	94665942	94801160	chr1	4.93843715384174
8361	8380	UNC1160901	JAX00259492	20	94830866	94973853	chr1	4.94023749592331
8381	8400	UNC1162577	UNC1164298	20	94973911	95101252	chr1	5.00060190327286
8401	8420	JAX00006726	JAX00006740	20	95102675	95300700	chr1	4.99928442961209
8421	8440	JAX00259570	UNC1167817	20	95301290	95507409	chr1	4.90057410501956
8441	8460	JAX00192528	JAX00259667	20	95545169	95912379	chr1	4.90523709723026
8461	8480	JAX00006786	JAX00259704	20	95928792	96166065	chr1	4.91128024510356
8481	8500	UNC1173017	JAX00259756	20	96176364	96615065	chr1	4.91394554201147
8501	8520	JAX00006839	JAX00259797	20	96645884	96881858	chr1	4.91210831966762
8521	8540	UNC1180676	JAX00006886	20	96897206	97280053	chr1	4.91719946395213
8541	8560	JAX00006888	JAX00259898	20	97292567	97591452	chr1	4.90601632297032
8561	8580	JAX00259900	JAX00259971	20	97598469	97980494	chr1	4.89612571612462
8581	8600	JAX00259974	JAX00006968	20	97988886	98370062	chr1	4.85918319623853
8601	8620	JAX00260029	JAX00260087	20	98386338	98700214	chr1	4.84364867494196
8621	8640	JAX00260094	JAX00260135	20	98710785	98929840	chr1	4.80455057800936
8641	8660	JAX00260138	JAX00007052	20	98930297	99486822	chr1	4.77493784541288
8661	8680	JAX00260192	JAX00007067	20	99502731	99671703	chr1	4.76115605042007
8681	8700	UNC1212077	JAX00007079	20	99672679	99847604	chr1	4.74174286469184
8701	8720	UNC1214415	JAX00192616	20	99851302	100016344	chr1	4.74227183017721
8721	8740	JAX00260318	JAX00007123	20	100019461	100447467	chr1	4.75281039292445
8741	8760	JAX00260380	JAX00260431	20	100450135	100736060	chr1	5.04496640688981
8761	8780	JAX00260433	JAX00007160	20	100736381	100923578	chr1	5.0550823131619
8781	8800	UNC1229093	JAX00007182	20	100929709	101218698	chr1	4.82532006235602
8801	8820	JAX00260519	UNC1242870	20	101220098	101610208	chr1	5.29926658554737
8821	8840	JAX00260604	JAX00192655	20	101671171	101871113	chr1	5.31392633942239
8841	8860	JAX00260652	JAX00260698	20	101877389	102047636	chr1	5.31299413388406
8861	8880	JAX00260709	JAX00007266	20	102102452	102326905	chr1	5.29896429694333
8881	8900	JAX00260770	UNC1257988	20	102341826	102487493	chr1	5.27799237153865
8901	8920	JAX00007279	JAX00007291	20	102511681	102666920	chr1	5.39405165598056
8921	8940	JAX00007292	JAX00260886	20	102685604	102977658	chr1	5.41047582957992
8941	8960	JAX00260887	JAX00260943	20	102994567	103253892	chr1	5.40612982048656
8961	8980	JAX00007337	JAX00261008	20	103287761	103556926	chr1	5.25207682893552
8981	9000	JAX00261009	JAX00007374	20	103557482	103772802	chr1	5.17599736709647
9001	9020	JAX00261051	JAX00261098	20	103793967	104029765	chr1	5.22190017441592
9021	9040	JAX00261102	JAX00261172	20	104061679	104404352	chr1	5.3262699848058
9041	9060	JAX00007420	JAX00261207	20	104405095	104737939	chr1	4.7933361336493
9061	9080	JAX00261208	JAX00192717	20	104738207	104979122	chr1	4.77942275199219
9081	9100	JAX00192718	JAX00261304	20	104979412	105201323	chr1	4.78087553997889
9101	9120	JAX00261306	JAX00261360	20	105225000	105539068	chr1	4.782280348411
9121	9140	JAX00007508	JAX00261427	20	105569138	105920404	chr1	4.78319273349496
9141	9160	JAX00261432	JAX00007558	20	105939814	106231147	chr1	4.78224073675622
9161	9180	JAX00261480	JAX00007580	20	106231648	106529822	chr1	4.77905450292866
9181	9200	JAX00261537	JAX00261583	20	106536899	106720434	chr1	4.77473140091014
9201	9220	JAX00261588	JAX00007605	20	106731844	106835239	chr1	4.77141937371149
9221	9240	UNC1323321	JAX00007618	20	106837479	107046241	chr1	4.81907691405872
9241	9260	JAX00007620	JAX00261701	20	107051804	107198771	chr1	5.24019036751627
9261	9280	JAX00261706	JAX00261742	20	107201336	107407631	chr1	5.29304894191967
9281	9300	UNC1331384	JAX00007663	20	107414374	107630461	chr1	5.2444118549389
9301	9320	UNC1333563	UNC1336924	20	107660254	107886138	chr1	5.25047843445666
9321	9340	JAX00007686	JAX00007708	20	107928450	108240310	chr1	5.32617268113935
9341	9360	JAX00261852	UNC1342769	20	108240616	108442528	chr1	5.05572123935286
9361	9380	JAX00261909	JAX00261944	20	108446092	108605918	chr1	4.76191434834688
9381	9400	JAX00007735	UNC1347734	20	108609949	108839260	chr1	4.73952987009846
9401	9420	JAX00261982	JAX00007783	20	108839604	109254676	chr1	4.74413449279998
9421	9440	UNC1351738	JAX00262114	20	109258483	109496353	chr1	4.77733927451731
9441	9460	JAX00262117	JAX00007815	20	109502656	109661733	chr1	4.79866913482308
9461	9480	JAX00007816	JAX00262210	20	109671543	109880073	chr1	4.85916985217003
9481	9500	UNC011675366	UNC1363863	20	109902111	110109047	chr1	4.85116289559315
9501	9520	JAX00262256	JAX00007867	20	110121411	110377186	chr1	4.72508361131941
9521	9540	JAX00262303	JAX00262357	20	110384407	110716894	chr1	4.68978243181111
9541	9560	UNC1372640	UNC1379993	20	110721103	111184531	chr1	4.71583439288424
9561	9580	JAX00262435	JAX00007953	20	111195235	111499806	chr1	4.7190895276363
9581	9600	JAX00262476	JAX00262526	20	111533270	111849071	chr1	4.75075691970498
9601	9620	JAX00262531	JAX00008005	20	111900363	112204641	chr1	5.2501085071335
9621	9640	JAX00262583	JAX00008035	20	112225078	112604509	chr1	5.25343445437626
9641	9660	JAX00262657	JAX00262694	20	112668400	112916556	chr1	5.35940857027118
9661	9680	JAX00008061	JAX00262745	20	112926182	113221353	chr1	5.36920670873261
9681	9700	JAX00262747	UNC1414382	20	113233164	113756792	chr1	5.39543858305078
9701	9720	JAX00262815	JAX00262859	20	113758946	113990313	chr1	5.35404783847618
9721	9740	UNC1418679	JAX00262908	20	114002395	114283355	chr1	5.36578738938993
9741	9760	JAX00262909	JAX00262964	20	114284246	114521206	chr1	5.36414965483066
9761	9780	JAX00008179	JAX00263011	20	114530457	114786385	chr1	5.24714561426082
9781	9800	JAX00008205	JAX00263081	20	114868896	115164668	chr1	5.15726387643537
9801	9820	JAX00263088	JAX00263143	20	115219440	115375515	chr1	5.15040528998954
9821	9840	JAX00008244	JAX00263184	20	115376148	115538880	chr1	5.14687783357293
9841	9860	JAX00008257	JAX00263244	20	115554641	115861379	chr1	5.14043969827168
9861	9880	JAX00263250	UNC1456340	20	115934090	116194578	chr1	5.1322764063122
9881	9900	JAX00008306	JAX00263334	20	116210199	116427447	chr1	5.12267762018875
9901	9920	JAX00263336	JAX00263391	20	116442048	116777204	chr1	5.12154702143222
9921	9940	JAX00263392	UNC1469655	20	116777418	117031468	chr1	5.7624004786041
9941	9960	JAX00263433	UNC1474435	20	117054503	117305714	chr1	5.64739196061869
9961	9980	JAX00263476	JAX00263524	20	117314844	117603925	chr1	5.16059215148788
9981	10000	JAX00263525	JAX00263568	20	117604499	117823596	chr1	5.14039418307754
10001	10020	JAX00263569	JAX00263613	20	117823809	118068873	chr1	5.21152405647829
10021	10040	JAX00263620	JAX00008461	20	118078987	118276400	chr1	5.1463792710714
10041	10060	JAX00263684	JAX00008484	20	118278336	118612305	chr1	5.12291654006589
10061	10080	JAX00263731	JAX00008514	20	118612320	118989187	chr1	5.12116249181681
10081	10100	JAX00263789	UNC1505153	20	118996989	119202889	chr1	5.1261108154848
10101	10120	JAX00008530	UNC1510005	20	119208871	119546864	chr1	5.18626723966742
10121	10140	JAX00008568	JAX00263909	20	119986468	120225995	chr1	5.24284637821927
10141	10160	JAX00263911	JAX00008604	20	120229541	120440461	chr1	5.24504049851735
10161	10180	JAX00008606	backupUNC010236642	20	120452605	120612119	chr1	5.09365254543298
10181	10200	JAX00188858	JAX00264016	20	120612811	120736142	chr1	5.05020250274591
10201	10220	JAX00264019	JAX00264053	20	120746907	120877596	chr1	5.53773617133521
10221	10240	JAX00264057	JAX00264115	20	120895743	121169267	chr1	5.753607218163
10241	10260	JAX00264116	JAX00264150	20	121171126	121288693	chr1	5.90465309555105
10261	10280	JAX00008669	JAX00008686	20	121296073	121528450	chr1	5.33008903674471
10281	10300	JAX00008687	JAX00264194	20	121538464	121809150	chr1	4.32726663288362
10301	10320	JAX00008708	UNC1531455	20	121816114	122007581	chr1	4.28767029984543
10321	10340	JAX00008723	JAX00264301	20	122012766	122254790	chr1	4.2790607355673
10341	10360	JAX00264302	UNC1538064	20	122259509	122449563	chr1	4.27116727561092
10361	10380	JAX00264359	JAX00264417	20	122454878	122632825	chr1	4.26470581058913
10381	10400	JAX00264419	JAX00264490	20	122636222	122879574	chr1	4.25736518541289
10401	10420	JAX00264492	JAX00264524	20	122880118	122974419	chr1	4.25200873246434
10421	10440	JAX00008796	JAX00264592	20	122995939	123208635	chr1	4.32540488131323
10441	10460	UNC1548528	JAX00264654	20	123211800	123345536	chr1	4.36282642622774
10461	10480	JAX00264659	UNC010243790	20	123362967	123488082	chr1	4.33912903213821
10481	10500	UNC1553066	JAX00264761	20	123501780	123693318	chr1	4.42311821311795
10501	10520	UNC1555537	UNC1557877	20	123693728	123873070	chr1	5.20133796191912
10521	10540	JAX00008864	JAX00008882	20	123892572	124142160	chr1	5.02580485683586
10541	10560	UNC010897473	JAX00264885	20	124168104	124328089	chr1	4.54239563581594
10561	10580	JAX00264890	JAX00264927	20	124368969	124566411	chr1	4.8079302497259
10581	10600	JAX00264929	JAX00008928	20	124567010	124777413	chr1	4.94941119418658
10601	10620	JAX00008929	JAX00265058	20	124785890	125009899	chr1	4.89441922713189
10621	10640	JAX00265059	UNC1575520	20	125009989	125155469	chr1	5.00162080858407
10641	10660	JAX00265092	JAX00265148	20	125166299	125353483	chr1	5.65715135237128
10661	10680	JAX00265151	JAX00265200	20	125354772	125505754	chr1	5.6058996463967
10681	10700	JAX00265205	JAX00265241	20	125510909	125673592	chr1	5.75608568612454
10701	10720	JAX00008997	JAX00265295	20	125674382	125973538	chr1	5.91481528316831
10721	10740	JAX00265296	JAX00193202	20	125976614	126289388	chr1	5.7897411744395
10741	10760	UNC011787714	JAX00265375	20	126299948	126426016	chr1	5.71155048501451
10761	10780	JAX00265376	JAX00265419	20	126431383	126532082	chr1	5.74808278696779
10781	10800	JAX00265420	JAX00009073	20	126533600	126691368	chr1	5.73833284677686
10801	10820	JAX00265473	JAX00265519	20	126697213	126893253	chr1	5.77753196882293
10821	10840	JAX00009087	JAX00265568	20	126903433	127109838	chr1	5.73277895201795
10841	10860	JAX00265569	JAX00265607	20	127110468	127241553	chr1	5.63656358611949
10861	10880	JAX00265610	JAX00265645	20	127251275	127426642	chr1	5.63879803289043
10881	10900	JAX00265646	JAX00265693	20	127431107	127593311	chr1	5.62237925166897
10901	10920	JAX00265694	JAX00265747	20	127594718	127777187	chr1	5.61492701597587
10921	10940	JAX00265748	JAX00009169	20	127778145	127963651	chr1	5.55330939282966
10941	10960	JAX00265790	JAX00265837	20	127963870	128112789	chr1	5.59257602035378
10961	10980	JAX00009180	UNC1621986	20	128119048	128350153	chr1	5.68703224992042
10981	11000	JAX00265891	JAX00265948	20	128365709	128545107	chr1	5.67163013618517
11001	11020	JAX00193238	JAX00266006	20	128546673	128740977	chr1	5.63067066804169
11021	11040	JAX00266007	JAX00266038	20	128741138	128955536	chr1	5.56702275607451
11041	11060	JAX00266039	UNC1632661	20	128956680	129195754	chr1	5.54740960700266
11061	11080	JAX00193255	JAX00266146	20	129200135	129336491	chr1	5.56398455953049
11081	11100	UNC1635087	JAX00009292	20	129351354	129609945	chr1	5.60115495182726
11101	11120	UNC1639318	UNC1641688	20	129634833	129847340	chr1	5.60706585016423
11121	11140	JAX00266246	UNC1643828	20	129853046	130103344	chr1	5.60690780363382
11141	11160	JAX00266296	JAX00009342	20	130117839	130285638	chr1	5.59476932166793
11161	11180	UNC1646138	JAX00266378	20	130304823	130471110	chr1	5.72678282258388
11181	11200	UNC1648126	JAX00266421	20	130481976	130635112	chr1	5.87058434158303
11201	11220	UNC1650519	JAX00009382	20	130636219	130807872	chr1	5.91102102561043
11221	11240	UNC1653155	JAX00266493	20	130813888	131030790	chr1	5.88724851573172
11241	11260	JAX00266494	UNC1659488	20	131031004	131300276	chr1	6.09244996828741
11261	11280	JAX00193299	JAX00009438	20	131317997	131565309	chr1	5.99757585894142
11281	11300	JAX00266574	JAX00266620	20	131582236	131756949	chr1	5.85662834927811
11301	11320	JAX00266626	JAX00266659	20	131766531	131941822	chr1	5.78686543280624
11321	11340	UNC1666268	JAX00266710	20	131943470	132170362	chr1	5.72328441809591
11341	11360	JAX00266713	UNC1671642	20	132173929	132438206	chr1	5.59312510026541
11361	11380	JAX00266773	JAX00266813	20	132471041	132700802	chr1	5.56921545627157
11381	11400	JAX00266814	JAX00009539	20	132702849	132904391	chr1	5.57468456170583
11401	11420	UNC1676877	JAX00009561	20	132914931	133189179	chr1	5.5681914954631
11421	11440	JAX00266918	JAX00009576	20	133194736	133400917	chr1	5.55619701507359
11441	11460	JAX00266958	JAX00267007	20	133401636	133567344	chr1	5.60757496329572
11461	11480	JAX00267014	JAX00009601	20	133585078	133717290	chr1	5.73986933122672
11481	11500	JAX00009602	JAX00267099	20	133717377	133884761	chr1	5.86625417707009
11501	11520	JAX00267100	JAX00267156	20	133884814	134055926	chr1	5.82147626546261
11521	11540	JAX00267158	JAX00267216	20	134058635	134237931	chr1	5.89422268608218
11541	11560	JAX00009641	JAX00267267	20	134241175	134368232	chr1	5.82484974529854
11561	11580	JAX00267269	JAX00267340	20	134369837	134520939	chr1	5.8270749675844
11581	11600	JAX00267341	UNC1698692	20	134522775	134622184	chr1	5.82518312719217
11601	11620	JAX00267402	JAX00267465	20	134629574	134788228	chr1	5.77964723320673
11621	11640	JAX00267466	JAX00267537	20	134790580	135021195	chr1	5.82636476469959
11641	11660	JAX00267540	JAX00267576	20	135022879	135121816	chr1	5.83375074941
11661	11680	JAX00267579	JAX00009727	20	135123142	135404669	chr1	5.76122164940594
