from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP	pointwise.permute.pval	genomewide.permute.pval
5641	5660	UNC827494	JAX00253574	20	65950222	66176936	chr1	0.17554253242533	0.71	1.005
5661	5680	JAX00253576	UNC833920	20	66181125	66402351	chr1	0.167814165335706	0.72	1.005
5681	5700	JAX00253612	JAX00253650	20	66402884	66558275	chr1	0.10829577392208	0.825	1.005
5701	5720	JAX00004751	UNC838814	20	66573573	66780481	chr1	0.157678244680616	0.75	1.005
5721	5740	JAX00253687	JAX00004780	20	66796030	66973093	chr1	0.239389390241185	0.615	1.005
5741	5760	UNC842284	JAX00004791	20	66990126	67123786	chr1	0.240338073588696	0.615	1.005
5761	5780	UNC844929	JAX00253810	20	67160047	67481037	chr1	0.241855087776556	0.615	1.005
5781	5800	JAX00253811	JAX00253847	20	67484882	67710918	chr1	0.243507023631345	0.605	1.005
5801	5820	JAX00253848	JAX00253874	20	67711209	67972619	chr1	0.245002351810927	0.605	1.005
5821	5840	JAX00004854	JAX00253920	20	67975690	68167465	chr1	0.246236020904509	0.605	1.005
5841	5860	JAX00253921	JAX00253945	20	68167580	68346024	chr1	0.247248653995547	0.605	1.005
5861	5880	JAX00253950	JAX00004902	20	68386005	68618707	chr1	0.325898394384926	0.51	1.005
5881	5900	JAX00253983	JAX00254017	20	68638494	68822445	chr1	0.327576070697577	0.515	1.005
5901	5920	JAX00254019	JAX00004933	20	68826711	69026603	chr1	0.326659540795931	0.51	1.005
5921	5940	JAX00254064	JAX00004952	20	69032683	69296439	chr1	0.32540030370924	0.495	1.005
5941	5960	JAX00004953	JAX00254134	20	69296951	69549186	chr1	0.325747874709419	0.49	1.005
5961	5980	JAX00254137	JAX00004988	20	69554675	69764472	chr1	0.326699802830693	0.485	1.005
5981	6000	JAX00254181	UNC884363	20	69767857	70088393	chr1	0.32832533963144	0.475	1.005
6001	6020	JAX00192012	JAX00005033	20	70106093	70373824	chr1	0.184787672162776	0.695	1.005
6021	6040	UNC888180	JAX00192030	20	70374629	70620028	chr1	0.1819416242973	0.7	1.005
6041	6060	JAX00254319	UNC894416	20	70638760	70824085	chr1	0.200398866309958	0.675	1.005
6061	6080	UNC894537	UNC896379	20	70837533	70987330	chr1	0.319141986773605	0.535	1.005
6081	6100	JAX00254367	JAX00254389	20	71002593	71143924	chr1	0.31962892408012	0.535	1.005
6101	6120	UNC898113	JAX00254414	20	71150125	71305595	chr1	0.320026358273186	0.53	1.005
6121	6140	JAX00254418	JAX00254452	20	71310339	71494186	chr1	0.329439517929791	0.53	1.005
6141	6160	JAX00254453	UNC904980	20	71514347	71676740	chr1	0.330808408986492	0.525	1.005
6161	6180	JAX00192050	JAX00254547	20	71678964	71846132	chr1	0.327485626614105	0.525	1.005
6181	6200	JAX00005145	JAX00254593	20	71854482	72015011	chr1	0.324846738450029	0.525	1.005
6201	6220	JAX00254595	JAX00254639	20	72041896	72241137	chr1	0.320776481219998	0.53	1.005
6221	6240	JAX00254641	JAX00005188	20	72244089	72415630	chr1	0.220666786750207	0.69	1.005
6241	6260	UNC916875	JAX00005205	20	72419039	72651412	chr1	0.219499016552062	0.69	1.005
6261	6280	JAX00254729	JAX00254779	20	72651502	72820373	chr1	0.219430301729966	0.69	1.005
6281	6300	JAX00005219	JAX00005236	20	72851044	73066219	chr1	0.219301393172075	0.69	1.005
6301	6320	JAX00254843	JAX00254887	20	73084473	73241935	chr1	0.215144107892645	0.695	1.005
6321	6340	UNC929321	JAX00254932	20	73246379	73353753	chr1	0.211170706036306	0.71	1.005
6341	6360	UNC931093	JAX00254990	20	73363384	73538698	chr1	0.211116377406508	0.71	1.005
6361	6380	JAX00005272	UNC936405	20	73543072	73763258	chr1	0.211150845682352	0.71	1.005
6381	6400	JAX00005288	JAX00255100	20	73764122	73978505	chr1	0.211316390464854	0.71	1.005
6401	6420	UNC939130	JAX00255168	20	73992316	74104950	chr1	0.211481107770886	0.71	1.005
6421	6440	JAX00255169	UNC942411	20	74110285	74211412	chr1	0.275655549726462	0.61	1.005
6441	6460	JAX00192111	JAX00255235	20	74217614	74408927	chr1	0.284329712317774	0.595	1.005
6461	6480	UNC945448	JAX00005346	20	74411377	74532775	chr1	0.273187026424623	0.61	1.005
6481	6500	JAX00005347	JAX00255285	20	74534238	74726279	chr1	0.271158362738334	0.615	1.005
6501	6520	JAX00005361	JAX00005376	20	74732637	74948660	chr1	0.26853280334349	0.625	1.005
6521	6540	B6_01-074963079-S	JAX00255361	20	74963079	75090539	chr1	0.242756841260174	0.66	1.005
6541	6560	JAX00255362	JAX00255395	20	75090616	75273207	chr1	0.23451047896206	0.645	1.005
6561	6580	JAX00255397	JAX00255453	20	75283564	75414170	chr1	0.234854171400489	0.64	1.005
6581	6600	JAX00255455	JAX00255525	20	75414804	75638191	chr1	0.237056515671379	0.62	1.005
6601	6620	JAX00255527	JAX00255589	20	75638886	75814853	chr1	0.22637936575116	0.625	1.005
6621	6640	JAX00192141	JAX00255622	20	75815074	75930772	chr1	0.226361245781828	0.62	1.005
6641	6660	JAX00005451	UNC964299	20	75931855	76090423	chr1	0.225767779375027	0.625	1.005
6661	6680	JAX00255679	UNC966769	20	76113578	76291445	chr1	0.224929386756054	0.625	1.005
6681	6700	JAX00255723	JAX00005494	20	76336500	76500345	chr1	0.226357936160947	0.62	1.005
6701	6720	JAX00255786	JAX00255831	20	76527587	76639220	chr1	0.226719875489315	0.62	1.005
6721	6740	JAX00255832	UNC973237	20	76640345	76829536	chr1	0.252072177742742	0.605	1.005
6741	6760	JAX00255869	JAX00005530	20	76832972	76986818	chr1	0.259619687523863	0.61	1.005
6761	6780	JAX00255915	JAX00255960	20	76988528	77144614	chr1	0.25039342420366	0.64	1.005
6781	6800	JAX00005541	UNC979119	20	77148626	77275824	chr1	0.238864949422764	0.63	1.005
6801	6820	JAX00192176	JAX00256052	20	77279419	77448120	chr1	0.306883667310655	0.56	1.005
6821	6840	JAX00005564	JAX00256086	20	77450924	77579026	chr1	0.471072338809175	0.385	1.005
6841	6860	JAX00256092	JAX00256144	20	77583618	77743451	chr1	0.759475542394611	0.2	1.005
6861	6880	JAX00256150	JAX00005605	20	77745438	77972866	chr1	0.956537038673959	0.125	1.005
6881	6900	UNC987429	JAX00256222	20	77981484	78087065	chr1	0.958089926511034	0.125	1.005
6901	6920	UNC989059	JAX00256287	20	78122716	78299739	chr1	0.960852470811354	0.125	1.005
6921	6940	JAX00256288	JAX00256336	20	78315068	78444724	chr1	0.964607547337217	0.125	1.005
6941	6960	UNC993244	JAX00256371	20	78449656	78572730	chr1	0.968303797318778	0.125	1.005
6961	6980	JAX00256373	JAX00005655	20	78573122	78663037	chr1	0.971781262843167	0.125	1.005
6981	7000	JAX00192207	JAX00005668	20	78665350	78822221	chr1	0.975963799875025	0.12	1.005
7001	7020	JAX00256454	JAX00005680	20	78824183	78968157	chr1	0.982520212721518	0.12	1.005
7021	7040	JAX00192216	JAX00256536	20	78978204	79181558	chr1	0.989243685559604	0.12	1.005
7041	7060	JAX00256538	JAX00256571	20	79186604	79348769	chr1	0.972510897436785	0.135	1.005
7061	7080	JAX00256574	JAX00256621	20	79352586	79567915	chr1	0.93856157683642	0.16	1.005
7081	7100	JAX00256622	JAX00005733	20	79574057	79698480	chr1	0.715630733182528	0.23	1.005
7101	7120	JAX00256674	JAX00256723	20	79711617	79843988	chr1	0.727984352486261	0.23	1.005
7121	7140	JAX00256724	UNC1016922	20	79844483	80062878	chr1	0.727642362008421	0.23	1.005
7141	7160	JAX00256766	JAX00192241	20	80064086	80220416	chr1	0.727696167764782	0.23	1.005
7161	7180	JAX00256813	JAX00256855	20	80237244	80491504	chr1	0.727300037451085	0.23	1.005
7181	7200	UNC1023024	JAX00256910	20	80503714	80647427	chr1	0.59502836218656	0.3	1.005
7201	7220	JAX00256911	JAX00256958	20	80651080	80804298	chr1	0.575149669521122	0.3	1.005
7221	7240	JAX00256959	UNC1030064	20	80804635	80980315	chr1	0.526827617052891	0.315	1.005
7241	7260	JAX00256996	UNC1031391	20	80991482	81132620	chr1	0.496379632685349	0.36	1.005
7261	7280	JAX00257022	UNC1033796	20	81158982	81357762	chr1	0.488477734252972	0.385	1.005
7281	7300	JAX00257058	JAX00257088	20	81380096	81611807	chr1	0.511328973777904	0.365	1.005
7301	7320	JAX00005876	JAX00005888	20	81611824	81763568	chr1	0.51342644054342	0.37	1.005
7321	7340	JAX00005891	JAX00005906	20	81806164	82015225	chr1	0.487198687385982	0.42	1.005
7341	7360	JAX00257166	JAX00005916	20	82021787	82140438	chr1	0.438320158831504	0.445	1.005
7361	7380	JAX00257216	JAX00192280	20	82143563	82314846	chr1	0.51691078842771	0.39	1.005
7381	7400	UNC1043847	JAX00257319	20	82344520	82562056	chr1	0.586696673010823	0.31	1.005
7401	7420	JAX00257321	JAX00257363	20	82568249	82758295	chr1	0.583763411804131	0.305	1.005
7421	7440	JAX00257367	JAX00257409	20	82774191	83002617	chr1	0.609814905506931	0.295	1.005
7441	7460	JAX00257410	JAX00192302	20	83002833	83210586	chr1	0.610906821362753	0.295	1.005
7461	7480	JAX00005996	JAX00257503	20	83217205	83435418	chr1	0.584000194192851	0.325	1.005
7481	7500	UNC1059067	UNC1061708	20	83438973	83639795	chr1	0.582117200717145	0.33	1.005
7501	7520	JAX00257549	JAX00006045	20	83640204	83858805	chr1	0.508472618532836	0.365	1.005
7521	7540	JAX00006046	JAX00257610	20	83859012	84065422	chr1	0.504966488010213	0.38	1.005
7541	7560	JAX00257612	JAX00257637	20	84075146	84279527	chr1	0.513992154613263	0.35	1.005
7561	7580	JAX00257638	JAX00006099	20	84292325	84577665	chr1	0.555258347128927	0.315	1.005
7581	7600	JAX00006100	JAX00006114	20	84577720	84773800	chr1	0.574054329175325	0.3	1.005
7601	7620	JAX00257730	JAX00257772	20	84793489	87560763	chr1	0.576676154753686	0.305	1.005
7621	7640	JAX00257778	JAX00257809	20	87568872	87739736	chr1	0.579813083670808	0.305	1.005
7641	7660	JAX00006174	JAX00257879	20	87743340	87931245	chr1	0.578053941715986	0.3	1.005
7661	7680	JAX00257887	JAX00257934	20	87935529	88172542	chr1	0.611466594037252	0.275	1.005
7681	7700	JAX00257935	UNC010163719	20	88172568	88384521	chr1	0.628912955108079	0.275	1.005
7701	7720	JAX00006225	JAX00006243	20	88425348	88645127	chr1	0.63911819279319	0.27	1.005
7721	7740	UNC1086363	JAX00258063	20	88652714	89068590	chr1	0.651379003741745	0.26	1.005
7741	7760	UNC010584825	UNC1090485	20	89072013	89272651	chr1	0.660055220192966	0.28	1.005
7761	7780	JAX00006291	JAX00258137	20	89293891	89513665	chr1	0.661329938159428	0.28	1.005
7781	7800	JAX00258142	JAX00258185	20	89537151	89792851	chr1	0.661914357300235	0.28	1.005
7801	7820	JAX00258187	JAX00258210	20	89805685	89980407	chr1	0.662151436650755	0.285	1.005
7821	7840	JAX00258211	JAX00258266	20	89982570	90217171	chr1	0.661011479230607	0.28	1.005
7841	7860	JAX00006363	UNC1100887	20	90248907	90465322	chr1	0.65568293924135	0.28	1.005
7861	7880	JAX00006381	JAX00258389	20	90489326	90717516	chr1	0.656251541024641	0.275	1.005
7881	7900	UNC1105080	JAX00258432	20	90718159	90878405	chr1	0.673737509597878	0.25	1.005
7901	7920	JAX00006410	UNC1110825	20	90879684	91109739	chr1	0.691285004535007	0.245	1.005
7921	7940	JAX00258481	JAX00258524	20	91124368	91316376	chr1	0.718035860496643	0.225	1.005
7941	7960	JAX00258527	JAX00258557	20	91319000	91492834	chr1	0.727714280832265	0.225	1.005
7961	7980	JAX00006458	JAX00258600	20	91506453	91689992	chr1	0.683285024126671	0.25	1.005
7981	8000	JAX00006469	JAX00258640	20	91703940	91925397	chr1	0.625971803663376	0.28	1.005
8001	8020	JAX00258644	UNC1123512	20	91936657	92129576	chr1	0.748072907454173	0.22	1.005
8021	8040	JAX00258696	JAX00258760	20	92158924	92339312	chr1	0.753695121740647	0.21	1.005
8041	8060	JAX00258761	JAX00258810	20	92339448	92540701	chr1	0.690239273269385	0.23	1.005
8061	8080	JAX00258815	JAX00258862	20	92543661	92680606	chr1	0.55132951780984	0.345	1.005
8081	8100	JAX00258863	JAX00258927	20	92684417	92884888	chr1	0.551333703589703	0.345	1.005
8101	8120	JAX00258928	UNC1138338	20	92884950	92994380	chr1	0.551369383325749	0.345	1.005
8121	8140	backupUNC010175313	JAX00259033	20	92997337	93159476	chr1	0.569974956814489	0.31	1.005
8141	8160	JAX00259035	JAX00259077	20	93161898	93286397	chr1	0.570674399462355	0.315	1.005
8161	8180	JAX00259078	UNC1143875	20	93290628	93446925	chr1	0.571690715170857	0.315	1.005
8181	8200	JAX00006603	UNC010176664	20	93451280	93635189	chr1	0.570128415671253	0.315	1.005
8201	8220	UNC1146111	JAX00259192	20	93636613	93777797	chr1	0.564662901654658	0.32	1.005
8221	8240	UNC1148768	JAX00006638	20	93811928	93929448	chr1	0.568267409800266	0.315	1.005
8241	8260	UNC1149942	JAX00192489	20	93930716	94081154	chr1	0.564461222062023	0.315	1.005
8261	8280	UNC1151040	UNC010892229	20	94091359	94179530	chr1	0.561461258674049	0.32	1.005
8281	8300	UNC1152295	JAX00192496	20	94181231	94334174	chr1	0.704800521508432	0.235	1.005
8301	8320	JAX00259351	JAX00259391	20	94340780	94486145	chr1	0.735341751577006	0.215	1.005
8321	8340	UNC1156608	JAX00259421	20	94488278	94653027	chr1	0.735673325229753	0.215	1.005
8341	8360	UNC1158935	UNC1160505	20	94665942	94801160	chr1	0.736033011459727	0.215	1.005
8361	8380	UNC1160901	JAX00259492	20	94830866	94973853	chr1	0.737185286587208	0.215	1.005
8381	8400	UNC1162577	UNC1164298	20	94973911	95101252	chr1	0.691370426809412	0.235	1.005
8401	8420	JAX00006726	JAX00006740	20	95102675	95300700	chr1	0.689364375442556	0.235	1.005
8421	8440	JAX00259570	UNC1167817	20	95301290	95507409	chr1	0.784514206758782	0.205	1.005
8441	8460	JAX00192528	JAX00259667	20	95545169	95912379	chr1	0.781405695039152	0.21	1.005
8461	8480	JAX00006786	JAX00259704	20	95928792	96166065	chr1	0.770092112345722	0.205	1.005
8481	8500	UNC1173017	JAX00259756	20	96176364	96615065	chr1	0.763442106726794	0.2	1.005
8501	8520	JAX00006839	JAX00259797	20	96645884	96881858	chr1	0.760862826743406	0.2	1.005
8521	8540	UNC1180676	JAX00006886	20	96897206	97280053	chr1	0.568724977073199	0.31	1.005
8541	8560	JAX00006888	JAX00259898	20	97292567	97591452	chr1	0.566710493368044	0.315	1.005
8561	8580	JAX00259900	JAX00259971	20	97598469	97980494	chr1	0.56591265107177	0.315	1.005
8581	8600	JAX00259974	JAX00006968	20	97988886	98370062	chr1	0.735678976069634	0.215	1.005
8601	8620	JAX00260029	JAX00260087	20	98386338	98700214	chr1	0.739420405014908	0.22	1.005
8621	8640	JAX00260094	JAX00260135	20	98710785	98929840	chr1	0.563704749982935	0.335	1.005
8641	8660	JAX00260138	JAX00007052	20	98930297	99486822	chr1	0.588815527441284	0.29	1.005
8661	8680	JAX00260192	JAX00007067	20	99502731	99671703	chr1	0.602035856214477	0.27	1.005
8681	8700	UNC1212077	JAX00007079	20	99672679	99847604	chr1	0.625890887259117	0.255	1.005
8701	8720	UNC1214415	JAX00192616	20	99851302	100016344	chr1	0.627483827186412	0.255	1.005
8721	8740	JAX00260318	JAX00007123	20	100019461	100447467	chr1	0.626107126788706	0.27	1.005
8741	8760	JAX00260380	JAX00260431	20	100450135	100736060	chr1	0.623365932487922	0.275	1.005
8761	8780	JAX00260433	JAX00007160	20	100736381	100923578	chr1	0.623029892161138	0.275	1.005
8781	8800	UNC1229093	JAX00007182	20	100929709	101218698	chr1	0.578259913984902	0.3	1.005
8801	8820	JAX00260519	UNC1242870	20	101220098	101610208	chr1	0.594123807563256	0.28	1.005
8821	8840	JAX00260604	JAX00192655	20	101671171	101871113	chr1	0.590627647253077	0.27	1.005
8841	8860	JAX00260652	JAX00260698	20	101877389	102047636	chr1	0.589497809100454	0.275	1.005
8861	8880	JAX00260709	JAX00007266	20	102102452	102326905	chr1	0.603200757350785	0.27	1.005
8881	8900	JAX00260770	UNC1257988	20	102341826	102487493	chr1	0.609381720831919	0.27	1.005
8901	8920	JAX00007279	JAX00007291	20	102511681	102666920	chr1	0.575892046885113	0.295	1.005
8921	8940	JAX00007292	JAX00260886	20	102685604	102977658	chr1	0.567903849901485	0.295	1.005
8941	8960	JAX00260887	JAX00260943	20	102994567	103253892	chr1	0.567851272662423	0.295	1.005
8961	8980	JAX00007337	JAX00261008	20	103287761	103556926	chr1	0.578217826150949	0.295	1.005
8981	9000	JAX00261009	JAX00007374	20	103557482	103772802	chr1	0.591643136501561	0.295	1.005
9001	9020	JAX00261051	JAX00261098	20	103793967	104029765	chr1	0.592085087066871	0.305	1.005
9021	9040	JAX00261102	JAX00261172	20	104061679	104404352	chr1	0.590136219778451	0.315	1.005
9041	9060	JAX00007420	JAX00261207	20	104405095	104737939	chr1	0.655682722728181	0.29	1.005
9061	9080	JAX00261208	JAX00192717	20	104738207	104979122	chr1	0.684085117845913	0.28	1.005
9081	9100	JAX00192718	JAX00261304	20	104979412	105201323	chr1	0.690514804985042	0.28	1.005
9101	9120	JAX00261306	JAX00261360	20	105225000	105539068	chr1	0.697590230424783	0.28	1.005
9121	9140	JAX00007508	JAX00261427	20	105569138	105920404	chr1	0.711190693554133	0.27	1.005
9141	9160	JAX00261432	JAX00007558	20	105939814	106231147	chr1	0.723676837940111	0.265	1.005
9161	9180	JAX00261480	JAX00007580	20	106231648	106529822	chr1	0.736726379265011	0.26	1.005
9181	9200	JAX00261537	JAX00261583	20	106536899	106720434	chr1	0.747436796227945	0.255	1.005
9201	9220	JAX00261588	JAX00007605	20	106731844	106835239	chr1	0.747522394361381	0.25	1.005
9221	9240	UNC1323321	JAX00007618	20	106837479	107046241	chr1	0.516198718771049	0.365	1.005
9241	9260	JAX00007620	JAX00261701	20	107051804	107198771	chr1	0.138426542643914	0.79	1.005
9261	9280	JAX00261706	JAX00261742	20	107201336	107407631	chr1	0.132530447706032	0.8	1.005
9281	9300	UNC1331384	JAX00007663	20	107414374	107630461	chr1	0.132529610540433	0.79	1.005
9301	9320	UNC1333563	UNC1336924	20	107660254	107886138	chr1	0.130016404648073	0.79	1.005
9321	9340	JAX00007686	JAX00007708	20	107928450	108240310	chr1	0.129287122449386	0.805	1.005
9341	9360	JAX00261852	UNC1342769	20	108240616	108442528	chr1	0.146361678340988	0.78	1.005
9361	9380	JAX00261909	JAX00261944	20	108446092	108605918	chr1	0.169404626986767	0.775	1.005
9381	9400	JAX00007735	UNC1347734	20	108609949	108839260	chr1	0.164072649987131	0.785	1.005
9401	9420	JAX00261982	JAX00007783	20	108839604	109254676	chr1	0.156111842904815	0.78	1.005
9421	9440	UNC1351738	JAX00262114	20	109258483	109496353	chr1	0.151076596601889	0.775	1.005
9441	9460	JAX00262117	JAX00007815	20	109502656	109661733	chr1	0.152010687469305	0.775	1.005
9461	9480	JAX00007816	JAX00262210	20	109671543	109880073	chr1	0.152351222663479	0.775	1.005
9481	9500	UNC011675366	UNC1363863	20	109902111	110109047	chr1	0.159327248435988	0.775	1.005
9501	9520	JAX00262256	JAX00007867	20	110121411	110377186	chr1	0.159703035352428	0.765	1.005
9521	9540	JAX00262303	JAX00262357	20	110384407	110716894	chr1	0.158378511804445	0.745	1.005
9541	9560	UNC1372640	UNC1379993	20	110721103	111184531	chr1	0.165185490556871	0.74	1.005
9561	9580	JAX00262435	JAX00007953	20	111195235	111499806	chr1	0.165410825854916	0.735	1.005
9581	9600	JAX00262476	JAX00262526	20	111533270	111849071	chr1	0.167810690515999	0.74	1.005
9601	9620	JAX00262531	JAX00008005	20	111900363	112204641	chr1	0.143987774012334	0.775	1.005
9621	9640	JAX00262583	JAX00008035	20	112225078	112604509	chr1	0.135924850269447	0.79	1.005
9641	9660	JAX00262657	JAX00262694	20	112668400	112916556	chr1	0.124999067460278	0.815	1.005
9661	9680	JAX00008061	JAX00262745	20	112926182	113221353	chr1	0.126002837986507	0.81	1.005
9681	9700	JAX00262747	UNC1414382	20	113233164	113756792	chr1	0.12661233241784	0.815	1.005
9701	9720	JAX00262815	JAX00262859	20	113758946	113990313	chr1	0.120685738398745	0.805	1.005
9721	9740	UNC1418679	JAX00262908	20	114002395	114283355	chr1	0.122469430150174	0.8	1.005
9741	9760	JAX00262909	JAX00262964	20	114284246	114521206	chr1	0.125284432092586	0.8	1.005
9761	9780	JAX00008179	JAX00263011	20	114530457	114786385	chr1	0.121455806288667	0.795	1.005
9781	9800	JAX00008205	JAX00263081	20	114868896	115164668	chr1	0.118979121633443	0.8	1.005
9801	9820	JAX00263088	JAX00263143	20	115219440	115375515	chr1	0.118820533964989	0.8	1.005
9821	9840	JAX00008244	JAX00263184	20	115376148	115538880	chr1	0.118099947904473	0.8	1.005
9841	9860	JAX00008257	JAX00263244	20	115554641	115861379	chr1	0.118610159554439	0.8	1.005
9861	9880	JAX00263250	UNC1456340	20	115934090	116194578	chr1	0.118469484258782	0.8	1.005
9881	9900	JAX00008306	JAX00263334	20	116210199	116427447	chr1	0.117719212129537	0.81	1.005
9901	9920	JAX00263336	JAX00263391	20	116442048	116777204	chr1	0.117651148400973	0.815	1.005
9921	9940	JAX00263392	UNC1469655	20	116777418	117031468	chr1	0.117095571665236	0.81	1.005
9941	9960	JAX00263433	UNC1474435	20	117054503	117305714	chr1	0.117025286090628	0.815	1.005
9961	9980	JAX00263476	JAX00263524	20	117314844	117603925	chr1	0.0943006787483636	0.855	1.005
9981	10000	JAX00263525	JAX00263568	20	117604499	117823596	chr1	0.0931419663570092	0.86	1.005
10001	10020	JAX00263569	JAX00263613	20	117823809	118068873	chr1	0.180859366064524	0.72	1.005
10021	10040	JAX00263620	JAX00008461	20	118078987	118276400	chr1	0.199052510055128	0.695	1.005
10041	10060	JAX00263684	JAX00008484	20	118278336	118612305	chr1	0.170002709021703	0.73	1.005
10061	10080	JAX00263731	JAX00008514	20	118612320	118989187	chr1	0.169439289314583	0.735	1.005
10081	10100	JAX00263789	UNC1505153	20	118996989	119202889	chr1	0.168477934617415	0.745	1.005
10101	10120	JAX00008530	UNC1510005	20	119208871	119546864	chr1	0.137223435108939	0.79	1.005
10121	10140	JAX00008568	JAX00263909	20	119986468	120225995	chr1	0.102468767719092	0.85	1.005
